사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Nov-23,4호선,430,이촌(국립중앙박물관),17,0,"1,189",876,"5,005","7,082","13,648","13,864","18,888","27,075","12,950","21,981","10,188","18,144","11,561","15,414","16,483","16,033","15,664","18,823","16,079","17,152","19,967","17,276","26,407","16,646","28,342","17,230","24,747","22,341","9,861","14,650","8,005","9,407","7,790","8,571","4,421","7,585","1,481","4,218",178,"1,363",0,48,0,0,0,0
Nov-23,4호선,431,동작(현충원),8,0,200,247,506,"2,108","1,862","2,899","2,708","5,014","2,009","3,530","1,689","2,520","2,055","1,940","2,044","2,074","1,905","2,544","2,060","2,509","2,998","2,549","3,463","2,438","4,952","2,707","4,573","3,318","1,794","2,207","1,708","2,082","1,636","1,114",972,792,394,572,81,342,1,97,0,0,0,0
Nov-23,4호선,432,총신대입구(이수),105,3,"6,453",906,"17,335","9,115","49,463","18,915","64,064","45,242","40,775","30,690","29,527","24,634","27,695","24,590","30,317","27,070","32,037","30,192","29,598","32,355","29,316","39,293","32,322","46,316","36,423","58,310","43,548","81,182","24,671","48,606","24,574","29,557","19,457","25,616","16,599","22,791","7,610","13,072","1,058","3,419",3,672,0,0,0,0
Nov-23,4호선,433,사당,253,70,"10,767","1,392","26,758","18,946","71,528","26,789","83,968","38,867","65,664","29,878","42,518","25,403","37,206","32,231","38,213","33,380","39,267","29,743","38,245","29,437","37,873","35,238","42,103","47,516","49,027","71,198","52,796","101,194","35,883","63,135","34,640","37,015","37,675","33,794","33,844","31,649","16,402","20,700","1,982","6,059",7,684,0,0,0,0
Nov-23,4호선,434,남태령,27,0,610,55,997,"1,408","2,523","3,676","3,815","5,706","2,925","2,119","2,190","1,323","2,295","1,218","2,361","1,399","2,183","1,491","2,136","1,448","2,212","1,574","3,335","1,755","5,675","1,811","4,178","2,015","1,578","1,654",933,"1,456",705,"1,322",308,996,183,624,28,155,0,0,0,0,0,0
Nov-23,경부선,1001,서울역,18,1,46,582,117,"4,465","12,359","7,266","23,859","7,926","19,414","6,059","15,652","4,691","18,637","2,839","19,816","4,575","17,999","4,380","8,730","4,032","20,333","4,730","21,331","5,424","21,358","9,109","24,023","10,024","19,823","6,122","16,225","3,912","18,795","3,868","14,035","3,003","7,514",655,928,51,0,0,0,0,0,0
Nov-23,경부선,1002,남영,105,3,"2,746","1,326","4,758","9,133","13,498","26,759","20,687","55,228","12,654","31,320","9,866","17,195","11,037","13,883","12,513","13,158","12,406","13,426","13,664","12,211","19,357","12,790","25,307","14,971","34,195","19,470","42,335","26,576","17,730","16,323","15,225","10,802","16,294","10,101","12,561","8,542","5,056","5,467",104,638,0,0,0,0,0,0
Nov-23,경부선,1003,용산,382,13,"4,710","5,799","6,009","39,421","23,329","86,298","34,311","159,079","40,968","120,038","36,483","85,860","53,151","75,545","51,081","79,006","64,967","79,003","52,733","75,167","95,034","79,571","110,114","79,900","132,710","86,438","166,862","92,382","109,118","60,372","106,113","40,333","100,318","27,679","69,214","14,162","24,302","6,731",508,"1,507",0,0,0,0,0,0
Nov-23,경부선,1004,노량진,503,8,"4,864","2,028","7,353","5,944","18,944","8,198","25,482","15,159","14,908","10,874","10,680","9,706","11,054","13,031","12,406","14,400","15,961","13,795","15,633","13,335","16,541","15,316","17,557","21,169","19,232","31,132","19,547","46,697","14,721","24,581","14,676","13,464","16,809","12,437","16,740","10,349","6,039","6,555",209,810,0,0,0,0,0,0
Nov-23,경부선,1005,대방,511,10,"5,065","2,033","9,940","8,543","27,037","31,843","33,312","44,308","20,463","22,771","15,052","12,620","13,866","12,026","15,291","13,289","14,946","15,083","14,857","13,823","16,105","15,370","17,940","18,212","30,673","26,224","36,935","35,954","13,773","22,198","10,521","15,216","9,159","14,566","6,538","13,434","1,895","8,696",77,"1,469",0,0,0,0,0,0
Nov-23,경부선,1006,영등포,"4,239",126,"16,923","7,164","17,980","25,418","42,780","61,152","61,110","133,157","42,922","96,828","40,441","74,500","46,118","77,925","54,633","85,100","59,068","92,175","60,480","78,281","85,625","78,764","100,676","83,516","122,851","98,980","163,063","116,740","97,242","73,295","94,941","40,560","73,789","32,630","61,115","26,431","22,848","15,592",581,"2,951",0,0,0,0,0,0
Nov-23,경부선,1007,신도림,480,14,"2,302",810,"3,861","2,900","9,424","7,044","11,915","15,919","6,562","7,742","4,437","5,346","4,311","4,798","4,890","5,120","4,988","5,729","4,797","5,152","5,351","6,541","6,658","7,450","10,003","10,308","13,895","14,310","6,181","8,216","4,842","4,892","5,103","4,304","3,541","3,684","1,459","2,208",57,828,1,0,0,0,0,0
Nov-23,경부선,1032,신길,834,5,"10,406","2,226","11,237","5,736","25,024","18,016","34,408","27,553","19,873","11,183","11,873","6,994","10,343","6,628","12,748","7,504","11,173","8,562","10,278","8,335","10,873","10,577","13,730","12,588","21,018","17,171","27,810","23,378","10,658","16,311","8,179","11,760","7,091","12,119","4,703","10,747","1,804","6,166",82,"1,198",0,0,0,0,0,0
Nov-23,경부선,1701,구로,"12,663",36,"23,634","4,363","19,066","13,715","40,271","30,949","38,654","74,231","27,689","41,551","21,129","28,039","21,408","23,332","23,461","22,634","24,502","24,331","25,052","23,734","28,442","25,876","35,035","31,130","53,474","40,382","58,094","44,945","25,659","31,076","20,111","21,024","17,324","19,671","11,422","17,560","4,248","13,572",15,"11,240",0,1,0,0,0,0
Nov-23,경부선,1702,가산디지털단지,"1,686",8,"8,470","3,346","7,402","15,656","16,072","58,298","16,400","153,261","11,993","74,783","10,508","22,973","12,244","15,834","14,309","16,074","15,157","17,156","16,318","16,226","20,834","16,440","30,732","19,453","75,237","26,187","110,181","30,043","43,454","21,404","26,465","13,814","21,485","12,659","14,695","11,082","6,352","6,206",245,997,0,0,0,0,0,0
Nov-23,경부선,1703,금천구청,574,3,"11,945","1,632","19,925","6,236","47,233","15,832","45,500","30,731","26,176","12,298","18,165","9,803","16,080","9,737","16,877","12,198","15,358","14,995","13,544","13,700","14,219","18,418","16,103","22,702","17,915","29,444","26,801","45,762","10,864","34,977","8,200","17,533","6,841","18,139","4,715","14,157","1,459","9,221",54,669,0,0,0,0,0,0
Nov-23,경부선,1704,석수,382,3,"8,330","2,745","16,679","8,459","38,977","12,614","38,081","16,069","21,069","10,657","14,562","8,034","12,310","6,112","13,053","7,345","11,390","8,889","10,421","8,717","12,242","11,715","14,816","14,541","18,595","21,991","17,273","34,355","9,687","25,807","6,277","14,912","5,077","14,766","3,458","13,250","1,244","7,323",58,425,0,0,0,0,0,0
Nov-23,경부선,1705,관악,306,0,"8,560","1,659","13,767","3,983","36,839","7,060","32,508","11,932","16,843","10,276","11,397","9,834","10,229","7,327","11,454","7,795","10,945","8,028","9,957","8,253","10,749","9,756","12,775","13,509","12,919","18,492","11,490","30,435","6,393","22,973","4,725","13,184","4,116","12,641","2,474","11,288","1,021","6,972",57,628,0,0,0,0,0,0
Nov-23,경부선,1706,안양,394,7,"16,128","5,091","35,511","15,171","88,133","22,701","80,321","51,914","44,718","53,886","31,991","36,349","31,382","33,885","38,025","34,826","36,575","39,341","35,237","31,534","44,626","37,841","60,974","44,593","57,411","62,593","41,255","91,705","25,799","66,750","23,427","38,689","23,265","30,852","19,356","25,678","8,401","18,054",427,"2,136",0,0,0,0,0,0
Nov-23,경부선,1707,명학,144,0,"7,034","2,083","11,257","9,049","27,808","26,114","23,473","59,877","12,713","15,806","8,835","9,174","9,115","13,163","9,873","8,712","9,622","10,240","12,383","9,927","10,812","7,878","17,750","9,854","33,189","12,398","39,986","21,794","13,655","17,174","11,315","9,932","7,650","8,199","5,190","8,090","2,011","6,134",127,927,0,0,0,0,0,0
Nov-23,경부선,1708,금정,551,14,"24,986","5,959","40,830","21,853","97,546","47,512","96,537","99,599","56,967","36,462","38,473","23,440","33,981","23,822","36,136","27,138","34,109","29,253","31,121","30,320","33,816","38,769","42,969","50,049","70,970","69,946","80,059","101,722","36,532","76,928","29,022","46,253","24,199","44,118","17,298","37,565","7,283","25,171",485,"9,328",0,0,0,0,0,0
Nov-23,경부선,1709,군포,27,1,"5,553","2,395","9,651","8,951","19,878","32,827","19,100","43,891","10,544","9,399","7,703","5,097","7,623","4,657","8,241","5,802","7,248","6,342","6,812","6,055","7,758","7,052","10,465","9,160","25,888","11,246","35,508","16,059","11,165","12,596","9,098","7,547","5,196","6,521","2,728","5,799","1,083","3,702",66,612,0,0,0,0,0,0
Nov-23,경부선,1710,의왕,84,1,"6,449","3,565","13,723","11,126","29,860","33,856","28,501","32,582","14,525","10,980","10,693","7,429","11,233","7,046","11,567","9,146","9,950","10,094","10,275","8,439","13,588","10,294","20,936","13,109","30,680","18,381","25,005","27,313","11,729","20,217","8,283","13,249","6,233","11,362","3,941","9,778","1,847","6,718",105,"1,127",0,0,0,0,0,0
Nov-23,경부선,1711,성균관대,170,4,"10,131","2,339","31,326","7,114","74,920","10,545","62,097","28,410","31,002","20,924","21,999","17,584","20,059","15,914","22,622","15,950","20,870","20,220","19,117","18,067","21,817","21,794","29,629","27,960","30,864","45,627","27,094","65,042","16,240","53,115","13,564","32,310","12,559","27,261","10,144","24,953","4,490","16,672",243,"2,558",0,0,0,0,0,0
Nov-23,경부선,1712,화서,436,24,"9,609","1,908","25,415","8,878","47,828","7,449","38,583","12,085","17,028","6,962","12,640","6,496","11,250","6,749","11,242","7,779","9,831","8,949","9,391","9,309","10,730","10,575","15,465","14,923","13,142","24,670","11,077","40,466","6,777","31,989","4,831","18,132","3,936","13,488","3,170","13,227","1,084","7,954",60,"1,514",0,0,0,0,0,0
Nov-23,경부선,1713,수원,"1,819",65,"21,862","5,239","40,127","31,702","80,136","55,844","77,886","84,256","51,926","75,140","45,391","67,542","48,902","64,024","55,442","76,705","55,387","71,441","57,644","69,954","73,846","71,606","95,474","88,043","97,534","104,755","101,634","133,972","75,990","96,427","80,655","55,612","59,955","42,163","51,793","35,662","20,210","22,334",586,"6,937",0,0,0,0,0,0
Nov-23,경부선,1714,독산,633,4,"8,613","2,788","19,890","13,866","51,090","49,391","48,201","108,331","25,522","51,122","19,612","17,098","18,419","12,029","20,005","13,942","18,361","15,135","17,917","13,272","19,971","17,340","31,727","20,770","63,695","30,643","76,576","45,338","32,144","39,955","18,086","21,191","12,882","22,478","8,093","19,472","2,711","11,587",101,839,0,0,0,0,0,0
Nov-23,경부선,1715,세류,490,0,"4,658","1,337","9,712","2,805","17,088","4,205","11,244","4,118","6,205","2,797","4,592","2,663","4,018","3,010","3,995","3,515","3,775","3,298","3,513","3,472","4,143","4,099","5,888","6,129","7,393","7,525","5,463","13,566","3,487","10,305","2,513","7,060","2,189","5,885","1,330","4,225",424,"2,769",15,794,0,0,0,0,0,0
Nov-23,경부선,1716,병점,"3,733",23,"9,485","3,673","31,232","11,635","59,933","21,942","49,604","32,772","31,686","22,863","24,846","17,761","23,828","15,659","25,691","21,340","21,314","19,180","21,495","20,083","26,987","24,990","34,542","32,227","36,679","45,583","34,659","55,237","20,418","45,873","13,675","31,341","12,372","25,186","8,598","22,955","2,896","16,324",27,"7,127",0,1,0,0,0,0
Nov-23,경부선,1717,세마,316,2,"2,575","1,540","6,029","4,131","10,956","4,871","10,295","11,803","6,455","2,790","4,308","2,099","4,026","2,594","4,322","2,324","4,640","3,487","3,866","3,264","4,617","3,449","7,499","6,293","7,874","7,889","9,157","10,193","3,122","8,245","2,253","5,422","2,245","4,456","1,252","4,106",506,"2,214",62,201,0,0,0,0,0,0
Nov-23,경부선,1718,오산대,256,1,"3,428","1,228","7,617","2,720","14,749","4,154","11,302","10,701","6,897","5,431","5,464","5,339","5,051","4,719","5,759","4,229","6,303","4,944","5,399","4,706","7,391","4,456","10,079","6,938","9,709","9,997","9,765","13,086","4,059","10,738","3,243","6,051","2,885","5,326","1,939","4,208",976,"2,924",87,247,0,0,0,0,0,0
Nov-23,경부선,1719,오산,557,1,"8,153","2,051","15,638","11,423","27,829","28,515","28,379","21,513","20,249","14,902","17,924","12,549","16,795","10,507","18,219","13,084","15,606","16,183","15,629","14,272","17,885","19,405","22,739","22,997","26,663","30,144","27,679","32,240","15,768","25,408","12,199","18,393","8,670","14,226","5,010","9,721","2,220","7,898",96,740,0,0,0,0,0,0
Nov-23,경부선,1720,진위,19,0,968,406,"1,732","2,795","3,198","9,113","2,815","8,775","2,129","2,838","1,616","1,989","1,753","1,154","1,906","1,185","2,104","1,422","2,023","1,217","3,187","1,488","4,458","1,864","7,895","2,671","9,519","2,620","2,882","2,524","1,757","1,743","1,280","1,374",555,"1,182",218,810,8,54,0,0,0,0,0,0
Nov-23,경부선,1721,송탄,77,3,"5,915",993,"8,117","3,840","13,317","6,920","12,440","9,217","9,616","4,728","8,170","4,200","8,136","4,224","7,532","6,027","7,637","6,151","6,640","6,324","7,694","7,932","9,955","9,341","10,072","13,220","10,338","12,909","5,589","12,315","4,020","10,338","3,393","7,759","2,160","7,236",976,"6,145",64,612,0,1,0,0,0,0
Nov-23,경부선,1722,서정리,97,3,"4,661","5,060","12,302","9,416","18,880","18,845","18,527","25,220","14,475","10,990","12,134","7,562","11,818","8,264","13,592","10,182","11,635","10,698","12,422","10,821","15,964","12,839","22,375","17,822","41,222","20,626","24,734","20,146","13,036","18,278","9,861","15,105","7,586","10,743","4,748","10,830","2,138","7,966",95,901,0,0,0,0,0,0
Nov-23,경부선,1723,평택지제,8,0,"2,427","9,733","5,170","11,874","12,407","13,007","11,054","8,926","7,411","4,975","5,881","3,800","5,861","4,120","6,394","4,363","4,937","4,424","5,455","4,699","7,868","5,758","8,699","7,531","18,501","9,498","11,146","10,913","9,828","9,929","6,361","6,294","4,980","5,569","4,480","5,329","2,213","3,232",53,340,0,0,0,0,0,0
Nov-23,경부선,1724,평택,124,3,"7,983","3,049","14,604","9,343","29,914","17,387","31,009","28,768","27,142","24,618","23,192","18,595","21,717","21,356","22,676","24,148","23,718","23,273","23,469","26,426","25,681","28,002","30,916","34,695","35,502","43,470","32,611","41,237","22,047","27,769","22,177","20,098","15,331","16,634","13,143","12,835","7,117","7,343",130,"1,924",0,0,0,0,0,0
Nov-23,경부선,1725,성환,23,0,"2,407",852,"4,194","2,721","6,900","13,478","6,684","23,366","6,982","26,517","6,605","10,802","7,149","6,626","11,253","9,100","10,900","10,466","11,116","6,036","17,187","5,966","27,137","7,644","23,445","9,280","16,178","8,555","6,659","6,886","5,638","6,676","3,525","5,520","2,503","5,538","1,095","4,667",133,"1,105",0,0,0,0,0,0
Nov-23,경부선,1726,직산,79,0,"1,092",345,"1,567","1,228","2,169","3,258","2,212","3,567","1,550","1,282","1,345",862,"1,485",935,"1,143","1,099","1,138","1,053","1,118","1,178","1,574","1,183","1,713","1,497","3,651","2,135","3,368","2,266","1,125","1,835",819,"1,228",683,992,318,829,158,743,30,124,0,0,0,0,0,0
Nov-23,경부선,1727,두정,"1,236",2,"6,449","1,330","10,280","4,023","19,305","12,387","17,843","22,928","16,063","22,461","11,469","17,082","12,292","12,145","14,310","14,924","14,300","12,429","13,553","10,892","17,221","10,763","19,215","15,872","20,598","19,579","18,793","27,084","11,142","17,808","8,749","14,226","8,152","10,702","5,496","10,254","2,724","8,308",38,"2,267",0,0,0,0,0,0
Nov-23,경부선,1728,천안,"1,891",4,"3,562",854,"6,185","3,323","11,719","7,127","11,520","16,524","15,072","14,975","11,167","13,834","13,136","13,431","13,773","14,718","13,216","13,431","18,934","12,727","21,860","13,962","23,955","14,251","21,527","20,328","18,392","21,049","11,285","12,446","8,947","9,486","6,133","7,197","3,932","5,403","2,331","3,428",18,"2,041",0,0,0,0,0,0
Nov-23,경부선,1729,당정,17,1,"4,204","1,026","11,307","3,438","27,309","9,020","25,446","17,572","12,626","10,235","8,963","6,569","8,455","5,228","9,996","6,372","8,407","6,212","8,167","6,421","9,081","7,606","10,633","10,180","13,440","14,879","14,470","21,865","5,887","17,443","4,778","11,435","3,877","9,860","3,104","9,318","1,208","6,433",94,"1,016",0,0,0,0,0,0
Nov-23,경부선,1749,서동탄,2,0,"1,496",14,"6,036",818,"11,306","1,718","4,641","1,270","2,767",910,"1,741",733,"1,651",923,"1,400","1,120","1,319","1,178","1,342","1,335","1,540","1,978","1,490","2,074","1,968","3,474","2,016","5,097",989,"5,628",833,"2,684",501,"2,252",363,"2,595",105,"1,551",5,"1,155",0,8,0,0,0,0
Nov-23,경부선,1750,광명,1,0,18,"1,490","3,787","3,335","12,834","7,431","11,182","8,073","7,130","6,430","4,185","4,278","7,639","2,735","5,579","8,689","5,244",168,"3,842","8,520","9,533","4,493","3,506","5,715","10,484","7,644","11,125","13,054","8,765","7,646","3,303","4,442","7,710","3,189","2,772","4,610","1,252",110,0,0,0,0,0,0,0,0
Nov-23,경인선,1801,개봉,"1,395",6,"19,615","6,871","40,152","11,725","99,221","15,156","91,561","23,788","55,878","21,144","37,941","16,757","33,365","19,736","33,406","25,973","30,323","25,770","26,718","29,396","27,713","34,463","31,807","47,903","32,915","65,433","30,835","91,884","17,864","68,964","14,309","42,682","11,361","38,340","9,023","32,413","3,243","17,916",48,"1,355",0,0,0,0,0,0
Nov-23,경인선,1802,오류동,528,2,"13,762","1,936","20,472","5,093","51,629","5,230","49,755","11,655","30,698","10,443","22,050","8,655","19,466","9,524","19,693","12,027","17,786","12,983","14,895","15,053","14,802","17,798","15,662","23,569","15,441","30,515","13,541","44,080","8,395","38,862","6,335","23,748","5,762","20,729","3,950","18,701","1,810","12,269",28,"1,004",0,0,0,0,0,0
Nov-23,경인선,1803,역곡,"1,027",16,"29,484","3,077","47,968","9,265","121,221","14,149","117,869","37,291","67,734","39,392","43,227","24,993","38,333","29,252","40,991","29,549","38,618","31,844","33,405","34,589","35,265","38,901","42,193","57,620","44,156","76,378","39,029","117,856","23,065","94,210","19,066","51,660","16,334","49,968","14,260","42,343","5,888","28,821",149,"1,606",0,0,0,0,0,0
Nov-23,경인선,1804,부천,"3,478",36,"39,988","4,345","43,821","11,840","105,943","17,807","104,219","47,669","62,906","47,606","46,161","39,744","46,831","40,212","50,627","48,203","48,659","52,767","47,600","50,943","53,384","53,133","59,540","67,480","59,988","87,945","56,010","117,554","35,192","94,338","30,346","56,269","29,117","48,853","23,310","40,114","10,583","27,526",326,"2,990",0,0,0,0,0,0
Nov-23,경인선,1805,송내,"1,627",7,"18,082","8,314","41,681","16,633","110,830","31,834","96,351","79,863","56,184","41,033","38,019","23,525","36,681","22,171","36,538","24,776","33,947","28,314","30,173","28,475","32,701","31,700","38,312","45,771","49,643","63,370","76,083","93,947","29,328","85,752","22,980","48,973","19,106","41,501","14,276","36,838","6,433","22,571",367,"2,783",0,0,0,0,0,0
Nov-23,경인선,1806,부평,"9,125",86,"23,196","5,365","36,870","11,800","85,612","19,645","82,871","33,203","48,731","37,633","38,958","33,888","39,102","37,588","43,572","45,061","43,383","51,358","43,382","50,753","49,045","54,410","54,068","68,576","58,453","87,482","51,897","118,959","38,584","96,097","35,338","53,976","34,575","45,100","30,471","35,853","15,331","23,089","2,247","5,855",8,7,0,0,0,0
Nov-23,경인선,1807,백운,120,6,"9,045","1,482","16,213","2,535","32,816","4,077","29,883","10,295","17,613","6,714","13,629","5,816","12,617","7,151","12,915","8,458","11,421","9,902","9,804","9,888","10,315","12,528","11,423","16,539","10,693","20,295","9,171","27,973","4,582","25,228","3,891","14,572","3,799","13,103","2,886","11,528","1,366","7,351",101,"1,758",0,0,0,0,0,0
Nov-23,경인선,1808,동암,721,12,"21,063","3,230","32,094","7,908","62,415","13,155","61,582","16,689","35,138","14,259","26,649","13,387","23,782","14,853","24,823","17,350","23,229","19,013","20,558","18,980","20,468","24,696","22,671","34,550","24,637","45,570","22,124","60,234","13,291","52,724","10,368","33,510","9,543","29,690","7,275","25,599","3,481","16,849",211,"3,575",1,1,0,0,0,0
Nov-23,경인선,1809,주안,959,21,"15,052","4,266","31,221","8,350","64,634","17,980","59,975","32,260","37,075","25,621","27,685","20,959","29,263","20,101","32,888","23,206","30,626","21,254","27,475","23,623","33,436","23,480","35,007","35,519","41,399","40,225","38,304","59,308","22,064","59,902","19,629","33,923","18,583","29,028","14,575","26,308","7,358","20,211",522,"4,504",1,0,0,0,0,0
Nov-23,경인선,1810,제물포,888,6,"8,313","2,468","17,092","5,542","38,754","14,016","34,766","37,610","19,765","17,734","15,060","10,850","15,409","8,874","17,007","12,196","15,882","12,863","14,660","11,945","20,495","13,187","25,996","17,592","23,445","23,057","24,529","31,465","10,026","29,662","7,329","16,413","6,206","15,078","4,220","14,373","1,596","9,755",52,"2,980",0,0,0,0,0,0
Nov-23,경인선,1811,동인천,"1,583",6,"7,892","2,677","19,747","10,743","45,725","23,071","36,918","32,870","22,646","18,487","19,801","18,730","20,109","20,896","22,404","18,728","22,089","22,720","22,714","21,491","26,712","20,442","30,653","25,697","38,052","29,484","41,340","35,374","16,458","34,718","12,150","21,202","9,665","16,778","6,534","15,783","2,201","9,683",13,"3,450",0,0,0,0,0,0
Nov-23,경인선,1812,인천,421,6,"1,348","1,078","3,315","2,850","6,006","6,116","5,182","9,224","3,481","5,225","3,441","5,771","4,238","7,300","5,611","7,693","6,785","7,155","8,694","5,986","9,864","4,907","13,183","4,746","13,842","4,199","11,744","4,023","4,999","2,853","4,030","2,129","2,617","2,045","1,468","1,578",394,"1,098",16,"1,021",0,0,0,0,0,0
Nov-23,경인선,1813,구일,196,8,"4,538","1,644","10,102","5,174","27,841","8,453","23,141","15,528","13,828","13,834","10,680","7,556","9,869","7,676","10,689","10,444","9,446","12,969","9,407","12,889","12,173","15,194","17,551","14,037","17,724","16,362","14,945","25,442","9,127","19,493","9,369","11,041","8,150","10,533","4,039","9,078","1,180","5,650",71,393,0,0,0,0,0,0
Nov-23,경인선,1814,소사,"1,182",6,"14,911","3,240","14,302","5,344","29,548","7,695","27,046","13,553","18,067","10,637","13,901","10,167","12,941","9,803","13,844","11,398","12,953","10,759","11,653","11,243","12,471","12,159","14,565","16,811","14,767","20,572","11,868","25,583","7,308","21,138","5,250","13,868","4,328","12,651","3,051","10,718","1,236","8,323",52,951,0,0,0,0,0,0
Nov-23,경인선,1815,부개,"2,369",11,"11,028","1,715","18,115","3,229","44,279","5,919","34,996","11,010","20,940","6,789","15,156","6,014","13,544","7,964","14,324","9,250","13,074","10,372","10,424","10,974","10,255","14,003","12,459","18,680","11,881","24,767","11,212","30,622","6,157","28,089","4,360","16,164","3,938","15,080","2,526","13,232","1,330","8,731",125,"1,644",0,0,0,0,0,0
Nov-23,경인선,1816,간석,366,7,"6,202","1,473","11,900","2,650","23,653","4,175","21,090","9,987","12,424","5,296","9,428","5,087","8,984","5,494","9,275","6,223","9,038","7,918","7,827","7,371","8,385","9,744","9,792","12,203","9,440","14,867","9,369","19,544","4,770","17,852","4,196","10,704","3,373","8,594","2,894","7,552","1,242","5,691",97,"1,553",0,0,0,0,0,0
Nov-23,경인선,1817,도원,513,15,"2,205","1,119","3,768","1,947","7,601","5,689","7,018","20,527","4,882","4,245","4,211","4,311","4,592","4,010","5,398","4,636","5,908","6,546","5,106","4,534","7,491","4,822","14,477","6,416","8,505","7,022","7,829","8,647","3,268","7,195","2,488","3,772","6,121","3,291","1,364","2,878",390,"2,027",27,"1,164",0,0,0,0,0,0
Nov-23,경인선,1821,온수(성공회대입구),217,4,"5,401","1,363","9,083","3,824","23,386","8,392","21,072","13,938","14,146","8,105","10,762","6,529","10,898","7,122","12,334","7,026","10,402","7,872","10,083","8,779","10,956","9,488","15,179","11,829","12,401","14,585","10,614","21,672","4,850","17,374","4,046","10,215","4,425","9,681","2,897","8,582","1,489","5,169",68,551,0,0,0,0,0,0
Nov-23,경인선,1822,중동,994,20,"12,001","1,228","19,453","3,704","45,507","5,600","35,965","12,204","21,097","8,263","15,612","7,565","14,491","9,067","14,983","10,126","13,491","11,131","11,836","11,085","11,800","13,331","12,149","19,290","13,121","24,677","11,396","33,704","6,385","29,221","5,047","17,727","4,517","14,891","2,848","12,704","1,189","8,882",71,"1,325",0,0,0,0,0,0
Nov-23,경인선,1823,도화,381,3,"4,557",929,"6,790","1,900","17,326","3,992","14,874","7,493","8,775","3,720","6,933","3,789","6,935","4,007","6,735","5,263","6,557","5,832","6,049","5,944","6,090","6,853","7,256","9,036","7,247","10,118","6,979","11,305","3,097","11,119","2,435","6,266","1,950","5,376","1,414","4,828",647,"3,730",47,"1,601",0,0,0,0,0,0
Nov-23,경원선,1008,이촌(국립중앙박물관),71,1,"1,151",668,"3,676","2,534","9,341","4,648","10,911","9,430","8,970","5,418","7,046","4,067","6,626","3,853","6,961","4,042","7,050","4,871","6,537","4,750","7,442","5,685","8,333","6,534","10,612","7,625","10,250","8,766","4,979","6,514","4,431","4,467","3,686","3,978","1,991","4,252",672,"2,491",45,722,0,0,0,0,0,0
Nov-23,경원선,1009,서빙고,55,0,"1,032",912,"2,188","4,722","3,587","4,708","3,869","9,725","3,653","4,518","3,446","3,391","2,901","2,967","3,398","2,788","3,955","4,026","4,180","3,724","4,709","4,790","7,759","4,674","9,501","3,412","7,409","4,100","3,136","3,576","2,177","1,815","2,184","1,826","1,149","1,560",265,"1,040",13,257,0,0,0,0,0,0
Nov-23,경원선,1010,한남,180,3,"1,753",810,"2,177","6,370","4,281","11,370","5,421","15,486","4,842","11,370","4,643","6,537","5,361","5,414","5,570","5,626","5,304","5,745","6,489","5,067","8,838","4,797","10,428","6,555","15,871","7,609","15,301","7,730","7,331","6,253","5,369","2,885","5,697","3,176","5,055","2,288","1,890","1,370",79,376,0,0,0,0,0,0
Nov-23,경원선,1011,옥수,0,0,0,43,3,87,49,46,162,303,47,30,35,170,32,203,14,98,15,11,33,14,30,29,428,67,473,89,68,25,390,28,68,23,64,24,27,8,19,0,1,0,0,0,0,0,0,0
Nov-23,경원선,1012,응봉,116,1,"1,319",179,"3,124","1,114","7,786","1,596","8,085","2,546","5,563","1,538","3,726","1,482","3,174","1,573","2,916","1,807","2,913","2,306","2,521","2,931","2,707","2,948","3,551","4,233","3,152","4,677","2,648","5,580","1,626","4,965","1,181","3,130",944,"2,570",677,"2,391",261,"1,466",21,525,0,0,0,0,0,0
Nov-23,경원선,1013,왕십리(성동구청),827,11,"5,600","1,286","8,923","6,402","28,640","13,711","45,373","24,744","28,884","22,933","18,363","21,046","19,058","22,733","23,352","24,846","25,780","26,462","26,911","26,346","30,627","30,244","37,432","35,710","41,105","51,153","36,552","71,093","29,076","49,543","28,527","28,666","32,189","24,232","29,472","21,069","12,097","11,488","1,203","4,239",0,0,0,0,0,0
Nov-23,경원선,1014,청량리(서울시립대입구),"1,400",35,"6,378","2,032","8,628","12,573","32,592","17,957","48,471","27,279","26,845","32,818","34,581","34,401","24,263","34,450","31,315","33,721","38,399","34,592","31,863","36,396","39,229","39,254","39,987","38,462","34,589","38,567","42,214","59,235","23,816","38,173","27,978","21,481","21,436","23,549","12,125","14,475","5,249","7,622",166,"3,688",0,0,0,0,0,0
