사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Nov-23,경의선,1276,탄현,28,0,"6,522",489,"22,201","2,985","40,619","6,561","32,284","10,613","17,872","6,638","13,184","4,716","12,052","5,496","11,399","6,339","9,963","7,250","8,962","9,004","10,047","10,569","11,342","13,666","11,562","22,166","12,441","31,173","5,972","32,591","4,578","16,829","4,132","15,711","3,074","12,545","1,174","7,975",188,"2,423",0,0,0,0,0,0
Nov-23,경의선,1277,야당,45,1,"6,107",417,"18,292","3,383","35,714","5,422","34,049","9,843","17,403","7,849","13,349","6,270","11,975","7,964","11,969","8,798","11,108","9,910","10,071","11,627","10,907","13,962","11,974","21,144","13,653","29,583","12,029","39,404","9,096","33,873","10,067","17,096","10,251","14,761","9,342","12,163","4,388","9,592",760,"2,454",0,0,0,0,0,0
Nov-23,경의선,1278,운정,41,0,"4,574",596,"20,598","7,686","33,285","8,130","32,036","12,579","16,717","6,351","12,276","5,275","10,658","5,986","10,507","6,984","9,617","6,500","8,456","8,152","9,668","10,163","13,064","15,421","14,387","19,583","12,434","27,164","6,211","23,542","4,554","13,268","3,432","12,486","2,595","10,016",647,"7,011",78,"1,709",0,0,0,0,0,0
Nov-23,경의선,1279,금릉,69,3,"3,255",245,"12,737","2,709","21,865","6,205","17,686","11,766","10,747","6,404","9,066","4,459","9,617","4,187","7,886","6,004","7,304","7,116","6,623","7,430","8,539","7,719","9,237","9,830","10,853","14,702","11,505","16,650","5,581","17,188","4,308","10,034","3,399","9,033","2,504","8,320",601,"5,557",66,"1,650",0,0,0,0,0,0
Nov-23,경의선,1280,금촌,76,0,"3,813",278,"9,696","3,979","21,440","10,179","19,628","17,088","13,216","8,515","10,710","7,907","11,223","7,110","11,362","9,947","11,267","9,944","10,620","9,923","11,038","10,834","13,191","13,507","15,032","17,541","17,334","18,075","7,556","17,254","5,930","11,306","4,341","9,538","3,258","8,067",796,"5,717",126,"1,686",0,0,0,0,0,0
Nov-23,경의선,1282,월롱,58,0,477,32,866,"2,656","1,934","9,090","2,386","12,017","2,168","4,697","1,772","2,827","1,956","1,834","3,147","2,541","3,693","2,043","2,656","1,550","5,704","1,968","7,791","2,417","10,565","2,622","11,768","2,568","4,101","2,467","3,669","2,663","2,883","2,566",954,"2,381",127,"1,823",10,653,0,0,0,0,0,0
Nov-23,경의선,1283,파주,82,0,971,12,"1,429",780,"3,120","2,252","3,161","6,485","2,237","3,392","1,718","2,127","2,083","1,343","2,843","1,595","2,029","1,565","2,050","1,015","3,306","1,365","4,686","1,553","6,250","1,620","4,358","2,066","1,471","2,099","1,126","1,566",926,"1,256",285,"1,160",33,846,6,376,0,0,0,0,0,0
Nov-23,경의선,1284,문산,"1,116",5,"2,991",8,"8,187","2,341","16,728","7,586","16,403","15,815","11,504","6,223","8,593","7,992","8,850","8,649","9,795","9,131","10,434","8,933","10,268","7,748","10,915","9,394","11,604","9,907","14,357","11,965","12,697","14,185","5,288","13,545","4,060","10,154","3,164","7,231","1,977","6,824",139,"5,186",1,"2,432",0,0,0,0,0,0
Nov-23,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,9,185,24,416,7,7,130,2,4,4,5,5,113,64,49,14,369,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,5,13,66,60,2,2,23,2,1,1,0,0,4,4,15,2,127,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,경의선,1291,서울역,0,0,733,9,"1,143","9,419","3,324","27,985","3,509","43,443","2,476","24,361","1,866","7,806","2,262","5,863","3,445","5,500","4,029","7,153","4,029","3,315","7,179","3,500","10,499","3,866","20,807","5,241","36,387","6,984","13,363","3,210","7,129","1,803","7,003","2,367",990,213,"2,496","1,027",3,115,0,0,0,0,0,0
Nov-23,경의선,1292,공덕,25,0,736,137,"2,126","1,998","4,899","7,376","6,136","22,262","5,552","9,285","5,571","4,084","5,719","3,905","5,368","3,771","5,612","3,744","5,809","3,654","6,167","3,992","7,519","4,853","12,284","6,881","18,812","7,461","8,313","5,074","7,096","3,311","7,155","3,684","6,212","3,013","2,769","1,919",202,305,0,0,0,0,0,0
Nov-23,경의선,1293,홍대입구,5,1,363,144,882,705,"1,525","1,923","1,810","7,625","1,476","7,066","1,415","4,923","1,527","4,388","2,043","4,516","2,499","5,703","3,142","5,139","3,578","5,022","4,639","5,724","6,450","6,219","6,992","7,156","5,308","4,946","5,213","2,665","6,065","2,202","5,883","1,957","2,745","1,364",40,197,0,0,0,0,0,0
Nov-23,경의선,1294,디지털미디어시티,7,0,"1,335",325,"3,566","1,603","11,065","1,830","12,360","4,824","6,632","3,936","4,674","2,498","4,080","2,432","4,205","2,696","3,824","3,303","3,661","2,762","3,904","3,766","5,015","4,648","5,825","7,733","5,591","11,695","3,169","8,518","2,303","4,890","1,829","3,978","1,634","4,297",885,"2,638",42,416,0,0,0,0,0,0
Nov-23,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,경의선,1296,계양,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-23,경춘선,1311,신내,30,0,"1,029",534,"3,269","2,522","8,692","5,617","7,829","9,089","3,776","2,625","3,115","1,866","2,811","1,762","2,779","1,840","2,880","2,742","2,642","2,232","3,365","3,744","4,480","3,218","4,981","4,924","6,587","5,741","2,768","4,724","1,523","2,323","1,337","2,024",979,"1,866",514,"1,625",80,661,0,0,0,0,0,0
Nov-23,경춘선,1312,갈매,4,0,"2,266",382,"4,641","1,156","18,886","2,586","11,958","6,030","7,658","2,557","4,594","3,075","3,300","2,036","4,376","2,349","3,467","3,238","3,436","2,510","3,369","4,149","4,260","5,008","4,649","6,953","4,809","11,748","2,303","9,059","1,876","4,862","2,377","3,827","1,439","3,077",686,"2,096",13,700,0,0,0,0,0,0
Nov-23,경춘선,1313,별내,33,0,"1,507","1,048","3,899","3,087","14,180","5,219","10,767","8,173","6,758","4,584","4,585","3,449","4,026","3,065","4,303","3,136","4,000","4,026","4,141","3,132","5,128","4,168","7,025","5,531","6,545","8,095","6,731","10,292","3,351","9,431","2,549","4,938","2,197","3,145","1,840","3,459",977,"1,761",41,489,0,0,0,0,0,0
Nov-23,경춘선,1314,퇴계원,17,0,"3,315",534,"6,272","1,919","20,901","4,160","13,793","5,886","9,407","2,694","6,126","3,312","5,498","2,602","6,323","3,110","5,395","3,459","3,773","4,124","4,238","4,364","4,101","6,584","5,115","10,867","6,195","11,704","2,495","13,069","1,991","6,172","1,451","4,476","1,132","5,752",468,"2,815",34,882,0,0,0,0,0,0
Nov-23,경춘선,1315,사릉,25,1,"1,964",778,"4,028","1,365","10,864","5,502","8,721","5,021","5,297","2,448","3,719","1,997","3,155","1,984","3,085","2,102","3,134","1,653","2,321","2,899","2,985","2,563","3,211","3,830","4,594","5,887","5,356","7,423","1,811","8,653","1,206","3,522",936,"2,824",661,"2,727",277,"1,822",12,466,0,0,0,0,0,0
Nov-23,경춘선,1316,금곡,21,1,"1,632",330,"2,414","1,289","4,945","2,171","4,679","5,731","3,350","2,128","2,424","1,701","2,736","1,294","2,519","2,033","2,343","1,578","2,003","2,424","2,372","2,290","2,895","2,685","3,555","3,584","3,600","4,133","1,226","3,756",843,"1,583",598,"1,841",432,"1,463",172,"1,061",10,230,0,0,0,0,0,0
Nov-23,경춘선,1317,평내호평,726,13,"6,106",712,"14,712","1,803","30,647","4,784","23,684","11,296","13,393","6,865","10,821","5,180","9,651","5,298","9,577","7,337","8,441","7,233","7,510","9,392","7,881","9,215","8,504","11,487","8,810","21,401","8,556","22,139","4,841","24,150","4,323","10,765","3,972","8,411","3,670","7,559","1,453","5,419",45,"2,267",0,0,0,0,0,0
Nov-23,경춘선,1318,천마산,10,0,"1,216",156,"3,363",702,"8,145","1,607","6,358","2,155","4,818","1,420","3,466","1,168","2,638","1,655","2,736","1,843","2,210","1,904","2,243","2,379","1,840","3,224","2,142","3,036","1,874","4,424","2,041","5,244",780,"4,575",556,"2,978",463,"2,363",278,"1,787",138,"1,071",10,299,0,0,0,0,0,0
Nov-23,경춘선,1319,마석,19,0,"1,582",417,"8,815","2,802","15,436","5,930","13,818","7,269","9,975","5,277","7,340","3,702","6,333","4,685","6,864","4,340","5,602","6,319","5,411","5,528","6,114","7,067","6,903","7,051","6,918","10,412","7,164","10,465","3,257","13,572","2,474","6,579","1,853","5,125","1,410","4,469",720,"2,034",40,921,0,0,0,0,0,0
Nov-23,경춘선,1320,대성리,0,0,"1,255",76,"2,403",386,"1,487","1,262","1,620","1,267","1,481",704,"2,042","1,201","2,035",956,"1,130",984,"1,019","1,645","1,109","2,991","1,218","2,442","1,839","2,470","1,658","2,198","1,091","1,540",407,"1,101",284,720,209,412,144,330,85,306,5,14,0,0,0,0,0,0
Nov-23,경춘선,1321,청평,8,0,"1,021",144,"2,140",858,"4,414","1,649","5,757","4,378","3,706","3,054","3,550","3,140","3,928","2,375","3,278","3,183","3,162","2,498","3,246","3,349","3,888","3,628","3,853","3,817","4,579","5,388","3,314","4,366","1,492","3,446","1,026","2,598",783,"1,579",497,"1,355",147,"1,240",12,292,0,0,0,0,0,0
Nov-23,경춘선,1322,상천,0,0,209,26,248,163,543,269,709,684,465,739,472,846,624,775,601,605,777,378,"1,040",450,946,545,856,621,749,566,339,343,122,453,110,214,61,266,27,133,10,121,3,47,0,0,0,0,0,0
Nov-23,경춘선,1323,가평,0,0,581,148,"1,592",763,"3,537","2,305","4,330","6,429","3,105","4,629","3,286","4,671","3,901","5,859","3,398","4,865","3,337","4,305","4,572","3,956","5,714","4,282","6,860","3,092","7,855","3,817","5,347","3,422","2,160","3,390","1,443","2,202",921,"1,656",492,"1,259",246,"1,102",14,333,0,0,0,0,0,0
Nov-23,경춘선,1324,굴봉산,0,0,61,6,72,37,177,81,206,168,161,178,186,554,235,402,228,264,350,248,387,264,428,247,481,189,227,154,146,170,61,115,35,70,39,42,31,65,7,25,1,8,0,0,0,0,0,0
Nov-23,경춘선,1325,백양리,0,0,25,23,21,83,41,277,125,193,87,129,142,342,293,281,188,193,255,193,184,258,286,178,241,174,323,85,228,107,67,62,50,39,40,77,18,27,14,32,2,9,0,0,0,0,0,0
Nov-23,경춘선,1326,강촌,8,0,89,38,275,104,399,278,567,"1,767",567,"1,813",647,"2,086",949,"1,623",948,990,"1,073",903,"1,450","1,055","2,318",641,"2,489",866,"1,903",664,931,707,380,462,364,372,169,390,83,297,21,160,2,34,0,0,0,0,0,0
Nov-23,경춘선,1327,김유정,6,0,116,10,172,130,600,620,503,762,472,888,430,"1,328",601,"1,669",749,"1,220",880,979,967,980,"1,464",776,"1,421",557,"1,426",631,871,654,268,387,182,267,100,197,73,225,42,106,8,45,0,0,0,0,0,0
Nov-23,경춘선,1328,남춘천,526,8,"1,403",22,"3,370",847,"4,742","2,581","5,739","5,222","5,523","5,795","5,361","4,246","4,993","7,804","5,625","7,381","6,289","5,239","7,471","4,186","7,718","5,907","7,733","5,057","6,711","6,081","5,311","5,909","3,711","8,958","3,149","3,477","2,621","3,587","1,483","4,511",588,"2,469",5,"1,997",0,0,0,0,0,0
Nov-23,경춘선,1329,춘천,347,1,555,12,"1,422",378,"1,677","1,513","2,391","4,189","2,489","5,712","2,281","3,958","2,553","4,468","2,892","3,421","3,917","3,507","4,856","2,290","6,403","2,813","7,229","2,130","6,034","2,307","4,165","2,139","2,423","3,067","1,578","1,304","1,061","1,363",561,"1,189",188,"1,266",3,640,0,0,0,0,0,0
Nov-23,수인선,1873,고색,644,3,"3,292",383,"8,731","3,221","20,459","18,332","16,122","25,990","7,561","6,951","4,709","3,315","5,106","3,645","5,718","3,871","5,173","4,057","4,730","4,134","5,539","4,954","7,526","7,064","18,100","9,622","23,223","13,059","6,782","12,938","6,462","8,528","4,122","6,339","2,173","5,539",851,"3,904",2,"2,091",0,0,0,0,0,0
Nov-23,수인선,1874,오목천,10,0,"1,041",379,"6,348","1,733","14,648","4,992","15,712","13,814","9,217","9,561","6,366","5,740","6,230","4,498","8,370","5,410","7,366","6,054","6,255","4,901","8,373","5,552","14,228","8,221","12,295","7,964","11,327","14,613","5,367","8,695","3,240","4,966","2,971","4,688","2,179","5,777",815,"3,541",8,342,0,0,0,0,0,0
Nov-23,수인선,1875,어천,1,0,291,108,"1,226","1,692","3,095","3,891","3,263","3,707","2,638","1,566","2,300","1,269","2,152","1,426","2,093","1,483","2,122","1,799","1,820","1,851","2,312","1,895","4,074","2,849","3,820","2,710","4,284","3,500","1,525","2,774",947,"1,345",520,"1,536",410,"1,101",139,692,1,67,0,0,0,0,0,0
Nov-23,수인선,1876,야목,0,0,155,123,576,583,"1,174",656,"1,302",848,764,373,551,532,480,399,576,376,594,410,516,388,629,487,"1,074",690,"1,189",703,992,"1,217",372,709,212,241,151,405,105,289,74,207,0,39,0,0,0,0,0,0
Nov-23,수인선,1877,사리,0,0,"5,144",478,"12,113","1,644","27,047","3,428","25,034","5,666","12,814","2,715","8,573","2,892","7,477","2,759","7,562","3,757","7,012","5,134","5,734","4,974","5,740","6,932","6,966","10,321","7,254","12,840","6,991","22,784","3,927","14,903","2,454","10,048","2,024","10,598","2,020","7,719",721,"5,722",27,822,0,0,0,0,0,0
Nov-23,수인선,1878,달월,1,0,9,48,47,147,181,161,196,333,84,120,62,92,116,90,79,124,123,179,170,112,136,98,400,119,403,151,"1,098",144,73,66,58,47,33,43,23,80,14,24,2,1,0,0,0,0,0,0
Nov-23,수인선,1879,월곶,6,0,"1,366",274,"5,265","1,556","11,999","2,031","11,889","3,283","6,590","3,041","4,336","3,126","4,479","3,705","4,506","4,167","3,982","3,745","3,780","3,779","4,027","4,961","4,585","6,091","4,607","7,640","5,360","11,065","2,881","6,185","2,254","4,056","1,934","4,221","1,217","3,087",524,"1,879",2,270,0,0,0,0,0,0
Nov-23,수인선,1880,소래포구,39,0,"3,107",394,"7,806","3,007","17,405","3,804","15,633","7,301","8,647","7,171","6,514","7,622","8,304","13,365","10,805","15,813","11,224","12,807","13,415","10,512","16,093","9,476","16,019","10,879","10,211","11,808","8,154","15,262","4,701","10,667","3,735","6,668","3,974","6,458","2,792","5,045","1,430","3,469",14,624,0,0,0,0,0,0
Nov-23,수인선,1881,인천논현,2,0,"3,138",616,"6,896","4,669","16,205","8,765","15,398","13,350","9,319","9,184","7,637","6,532","7,875","6,872","8,855","8,025","8,319","9,109","7,933","8,858","8,796","9,593","9,788","13,286","12,782","16,900","12,328","20,056","7,021","12,653","6,316","8,174","6,523","6,855","4,853","5,450","2,369","3,515",12,694,0,0,0,0,0,0
Nov-23,수인선,1882,호구포,5,0,"1,979",838,"3,711","6,462","7,627","18,927","8,667","25,704","5,199","5,018","4,370","2,930","4,598","3,445","5,011","3,656","4,738","4,079","4,837","3,896","5,133","4,226","6,607","5,547","17,812","7,101","18,300","7,977","5,864","6,775","5,839","4,838","4,410","3,867","2,109","3,033","1,023","2,214",1,363,0,0,0,0,0,0
Nov-23,수인선,1883,남동인더스파크,0,0,411,719,974,"4,327","1,395","17,590","2,399","21,597","1,515","3,530","1,337","1,366","1,688","1,514","1,887","1,522","1,986","1,621","2,187","1,170","2,709","1,137","4,068","1,438","14,864","1,882","11,634","1,875","3,869","2,299","4,405","1,537","2,073",787,488,528,183,325,0,14,0,0,0,0,0,0
Nov-23,수인선,1884,원인재,17,1,"3,560",725,"7,350","2,491","15,092","6,141","16,998","8,340","9,575","4,256","7,385","4,630","6,856","5,085","7,447","5,625","7,031","6,289","6,066","6,382","6,850","8,258","7,077","10,317","8,437","13,435","8,244","17,486","4,738","11,555","3,671","8,163","3,673","7,388","2,777","6,271","1,435","4,483",34,709,0,0,0,0,0,0
Nov-23,수인선,1885,연수,10,1,"2,911",754,"7,100","2,120","16,817","4,437","15,174","12,856","7,233","7,588","5,961","6,300","6,145","5,515","7,826","6,591","7,559","6,940","7,224","6,639","7,708","7,455","8,523","10,249","9,493","14,555","11,308","17,132","5,499","10,754","5,426","6,845","5,343","6,558","4,054","4,586","2,402","3,140",34,578,0,0,0,0,0,0
Nov-23,수인선,1886,송도,3,0,"2,275",466,"4,962","1,705","9,943","2,370","9,915","4,513","4,575","2,595","3,637","2,273","3,815","2,716","4,524","3,536","4,259","3,246","3,795","3,273","4,403","4,613","4,946","5,216","4,425","6,974","4,043","8,636","2,218","5,613","1,585","3,274","1,312","3,222",831,"2,540",322,"1,541",4,433,0,0,0,0,0,0
Nov-23,수인선,1888,인하대,38,0,"3,951",645,"11,166","4,108","24,208","4,995","20,562","20,008","9,807","11,424","8,111","15,051","9,250","9,311","9,966","10,117","10,099","10,527","10,965","10,221","13,908","9,550","18,981","12,530","18,364","17,788","14,668","24,249","8,434","13,217","7,526","9,137","7,085","9,057","5,474","6,179","3,283","4,708",82,"1,229",0,0,0,0,0,0
Nov-23,수인선,1889,숭의,18,0,"3,818","1,020","6,851","3,646","13,919","7,989","12,614","12,511","7,209","5,363","6,247","4,116","6,488","3,754","6,293","4,681","5,927","5,374","5,645","4,726","6,962","5,443","7,886","7,595","10,179","9,816","8,953","12,938","4,189","6,861","2,865","5,110","2,353","5,118","1,676","3,600",766,"2,187",9,594,0,0,0,0,0,0
Nov-23,수인선,1890,신포,2,0,"1,200",245,"1,720","1,278","3,676","3,806","3,571","9,192","2,026","3,641","1,795","2,470","2,111","2,645","2,744","2,766","2,946","3,094","3,155","2,843","4,024","3,238","5,417","3,704","5,869","4,028","6,326","5,446","2,812","2,430","2,291","1,810","1,804","1,537","1,156","1,153",496,692,2,181,0,0,0,0,0,0
Nov-23,수인선,1891,인천,92,2,648,205,"1,035","1,051","1,930","2,650","2,018","4,491","1,703","2,400","1,502","2,324","1,581","3,554","1,869","3,775","2,076","3,549","2,306","3,573","3,127","3,602","3,131","3,152","2,768","3,196","2,172","3,804","1,183","2,441",894,"1,816",831,"1,614",429,"1,236",99,761,3,277,0,0,0,0,0,0
Nov-23,경강선,1501,판교,49,1,"1,088",54,"2,752","8,224","6,011","17,937","4,686","36,332","2,926","26,103","3,045","13,229","3,848","9,234","4,312","7,304","5,304","6,114","7,025","5,840","10,170","5,366","11,764","7,930","21,648","7,570","28,390","7,342","19,422","4,883","18,477","2,062","11,238","1,853","7,181","1,559","2,671",944,3,257,0,0,0,0,0,0
Nov-23,경강선,1502,이매,28,0,764,53,"1,964","1,387","5,480","2,947","4,175","2,982","2,174","1,786","1,696",893,"1,612",954,"1,635","1,134","1,369","1,402","1,409","1,359","1,743","1,691","2,226","1,911","2,352","3,287","2,327","3,178","1,394","2,670","1,096","1,207","1,275","1,306",968,754,362,329,7,81,0,0,0,0,0,0
Nov-23,경강선,1503,삼동,0,0,"1,723",165,"5,535","1,363","13,939","2,549","13,472","2,788","8,197","1,160","4,400",939,"3,335","1,608","3,153","1,864","2,789","2,136","2,178","2,979","2,268","4,132","2,820","4,849","3,738","8,081","3,137","9,819","1,241","8,829",907,"6,144",696,"4,230",369,"3,549",154,"1,714",0,43,0,0,0,0,0,0
Nov-23,경강선,1504,경기광주,0,0,"3,358",276,"16,468","2,079","44,638","6,684","43,982","9,792","23,701","5,371","14,579","4,607","11,501","5,195","11,163","6,089","9,468","7,795","8,438","8,382","8,330","10,771","10,869","17,827","11,027","20,413","9,643","40,620","4,492","25,774","2,966","21,358","2,312","12,550","1,538","9,864",598,"7,957",4,76,0,0,0,0,0,0
Nov-23,경강선,1505,초월,0,0,"1,625",332,"6,857","1,921","17,781","5,293","17,605","6,148","10,064","2,542","5,522","1,998","5,108","2,246","4,462","2,378","4,204","3,082","3,902","3,542","3,906","4,314","5,716","6,374","6,893","8,996","5,745","12,455","2,274","13,083","1,621","7,571","1,188","7,484",585,"4,625",372,"4,139",1,0,0,0,0,0,0,0
Nov-23,경강선,1506,곤지암,4,0,887,150,"3,230","1,991","8,328","6,227","6,958","8,775","4,999","3,766","3,398","3,621","3,766","3,305","4,171","3,335","3,953","3,560","3,865","3,227","5,185","3,447","6,405","4,501","9,245","6,135","8,373","5,863","2,520","6,461","1,701","3,673",919,"3,653",437,"2,331",167,"1,903",0,0,0,0,0,0,0,0
Nov-23,경강선,1507,신둔도예촌,0,0,639,86,"2,992",439,"6,652","2,829","5,006","3,982","3,483","1,891","2,651","1,311","2,080","1,424","2,546","1,555","2,264","1,512","2,026","1,733","2,422","1,981","3,731","2,828","4,522","3,263","3,615","5,572","1,215","3,598",915,"3,754",588,"2,320",271,"2,337",89,"1,650",0,2,0,0,0,0,0,0
Nov-23,경강선,1508,이천,9,0,"1,098",36,"3,619","1,566","8,754","5,975","7,536","9,544","5,733","4,237","5,032","3,367","4,525","4,560","4,654","4,202","4,518","4,391","4,444","4,694","5,027","5,125","6,612","5,427","7,208","8,165","7,820","8,040","3,683","8,827","2,680","5,172","2,401","4,281","1,198","3,608",447,"1,451",0,"1,026",0,0,0,0,0,0
Nov-23,경강선,1509,부발,3,0,"1,272",32,"3,398","1,920","7,451","7,311","6,452","6,583","4,358","2,176","3,675","2,018","4,127","2,433","3,458","2,793","3,328","2,446","4,081","2,658","3,776","3,096","5,297","3,958","8,130","5,634","5,839","5,512","4,139","6,955","1,914","3,837","1,225","3,891",734,"3,385",314,"2,289",3,"1,449",1,1,0,0,0,0
Nov-23,경강선,1510,세종대왕릉,0,0,226,5,657,80,"1,071",725,"1,047",805,682,716,764,584,558,698,588,552,689,455,618,661,703,590,761,783,931,627,785,"1,064",294,798,145,644,91,425,64,237,10,337,1,113,0,0,0,0,0,0
Nov-23,경강선,1511,여주,12,0,"1,807",11,"5,168",697,"8,762","3,826","7,399","6,011","5,477","6,522","5,130","3,735","4,626","3,787","4,829","4,371","5,841","4,515","5,648","4,115","7,234","5,247","6,956","5,382","6,967","5,963","5,387","9,894","2,817","7,093","1,760","6,251","1,717","4,736",821,"2,694",203,"3,753",4,"1,410",0,0,0,0,0,0
Nov-23,서해선,1980,김포공항,22,2,364,"2,006",564,"7,329","1,421","8,506","2,352","9,729","2,121","7,068","2,742","7,423","3,544","7,521","3,139","7,722","4,665","7,637","6,129","6,765","6,961","5,680","6,785","6,294","8,437","7,838","10,787","6,710","6,754","3,868","6,264","1,433","6,634",984,"5,254",741,"2,228",812,70,308,0,0,0,0,0,0
Nov-23,서해선,1981,원종,85,1,"5,264",682,"7,500","2,416","16,411","4,897","16,121","7,337","9,513","4,085","7,088","3,648","6,577","3,838","6,721","4,352","6,088","5,530","5,516","6,035","5,569","7,170","6,840","9,647","8,324","13,735","8,477","18,804","4,118","13,923","3,299","7,686","2,742","7,154","2,170","5,973","1,141","4,086",35,764,0,0,0,0,0,0
Nov-23,서해선,1982,부천종합운동장,16,1,"2,527",349,"4,343","1,408","12,440","2,350","12,580","3,800","6,281","1,816","3,197","1,232","2,912","1,293","2,966","1,600","2,713","1,910","2,348","1,968","2,406","2,455","3,056","3,552","4,008","5,550","4,625","8,855","1,951","6,738","1,550","3,882","1,429","3,330","1,019","3,212",471,"1,895",41,415,0,0,0,0,0,0
Nov-23,5호선,2511,방화,18,0,"5,417",8,"11,799","3,714","28,238","6,301","28,220","14,922","15,315","8,031","12,132","6,273","11,619","6,165","11,804","7,691","12,646","8,916","10,385","9,302","9,679","10,642","11,161","12,665","12,410","15,473","10,218","23,516","4,977","20,190","3,844","12,565","2,929","10,912","1,904","10,814",815,"6,716",137,"2,535",0,264,0,0,0,0
Nov-23,5호선,2512,개화산,7,0,"4,662",210,"8,714","4,714","22,937","7,120","22,429","18,969","12,112","7,709","8,749","5,504","8,326","5,312","8,757","7,087","7,972","6,218","7,160","6,613","8,140","7,903","9,620","9,318","13,555","12,631","15,677","18,495","5,997","15,546","3,753","9,545","2,948","9,164","2,594","7,994",757,"4,623",108,"1,734",0,43,0,0,0,0
Nov-23,5호선,2513,김포공항,4,0,790,"3,351","3,812","10,780","15,640","16,683","20,169","21,192","9,664","13,522","10,169","14,763","12,564","15,672","12,630","15,365","14,754","16,719","18,772","16,490","20,110","14,703","19,845","15,648","24,420","17,765","29,101","15,518","18,891","9,518","15,664","4,220","14,014","2,819","13,035","1,762","5,737","1,121",355,513,1,2,0,0,0,0
Nov-23,5호선,2514,송정,23,1,"4,055","1,269","8,412","4,573","19,764","7,037","23,068","11,999","15,079","8,001","10,839","6,172","9,655","6,801","10,042","7,951","9,710","8,191","9,370","8,234","9,426","9,967","11,331","12,082","12,516","13,644","12,916","20,508","7,373","15,781","5,525","10,530","4,501","9,375","3,615","9,181","1,837","5,541",269,"1,903",0,0,0,0,0,0
Nov-23,5호선,2515,마곡,16,0,"2,806","7,054","8,484","19,730","26,106","18,549","27,725","57,728","14,641","35,759","11,918","15,325","12,202","12,046","12,415","12,516","13,842","13,868","14,519","12,865","19,437","13,259","30,619","16,066","42,505","20,114","45,934","29,117","20,979","22,358","14,483","11,196","12,266","10,104","8,193","9,661","3,572","5,101",451,"2,102",1,0,0,0,0,0
Nov-23,5호선,2516,발산,0,0,"3,798","2,676","10,511","14,288","29,233","41,873","32,931","127,303","21,419","66,069","20,861","33,698","23,810","31,552","27,775","31,097","30,150","33,503","34,328","30,173","41,589","30,552","49,824","32,949","76,433","40,582","98,560","56,629","42,139","40,327","36,002","21,264","35,567","16,683","28,657","14,703","11,975","8,814","1,597","3,021",1,1,0,0,0,0
Nov-23,5호선,2517,우장산,0,0,"7,593",873,"23,514","4,629","58,746","15,014","64,023","23,615","33,572","16,258","25,672","13,676","23,776","13,313","25,253","16,688","22,570","19,661","20,122","21,393","23,676","25,222","26,139","29,890","24,904","37,693","19,708","58,170","11,967","44,411","8,672","26,066","7,988","23,768","5,906","23,845","1,759","13,839",339,"3,668",0,0,0,1,0,0
Nov-23,5호선,2518,화곡,258,2,"23,902","1,597","44,481","9,938","123,149","15,713","156,797","34,025","76,583","26,986","46,249","19,815","39,799","20,129","42,998","23,781","39,335","26,950","33,543","31,327","32,524","39,525","36,303","53,454","40,040","70,301","40,780","130,009","22,905","94,576","16,555","56,623","13,880","53,042","10,674","44,822","4,668","27,655",702,"8,565",0,0,0,0,0,0
